timestamp_utc,noise_uid,profile,iteration,mqtt_host,mqtt_port,topic,messages_attempted,messages_success,messages_failed,legitimate_publish
2026-05-03T03:21:15Z,E-HIGH-3,HIGH,3,10.10.0.151,1883,sensors/legitimate/high,80,80,0,YES
2026-05-03T03:22:04Z,E-HIGH-4,HIGH,4,10.10.0.151,1883,sensors/legitimate/high,80,80,0,YES
2026-05-03T03:22:53Z,E-HIGH-5,HIGH,5,10.10.0.151,1883,sensors/legitimate/high,80,80,0,YES
2026-05-03T03:23:41Z,E-HIGH-6,HIGH,6,10.10.0.151,1883,sensors/legitimate/high,80,80,0,YES
2026-05-03T03:24:30Z,E-HIGH-7,HIGH,7,10.10.0.151,1883,sensors/legitimate/high,80,80,0,YES
2026-05-03T03:25:19Z,E-HIGH-8,HIGH,8,10.10.0.151,1883,sensors/legitimate/high,80,80,0,YES
2026-05-03T03:26:09Z,E-HIGH-9,HIGH,9,10.10.0.151,1883,sensors/legitimate/high,80,80,0,YES
2026-05-03T03:26:58Z,E-HIGH-10,HIGH,10,10.10.0.151,1883,sensors/legitimate/high,80,80,0,YES
2026-05-03T03:28:19Z,E-HIGH-11,HIGH,11,10.10.0.151,1883,sensors/legitimate/high,80,80,0,YES
2026-05-03T03:29:07Z,E-HIGH-12,HIGH,12,10.10.0.151,1883,sensors/legitimate/high,80,80,0,YES
2026-05-03T03:29:56Z,E-HIGH-13,HIGH,13,10.10.0.151,1883,sensors/legitimate/high,80,80,0,YES
2026-05-03T03:30:45Z,E-HIGH-14,HIGH,14,10.10.0.151,1883,sensors/legitimate/high,80,80,0,YES
2026-05-03T03:31:34Z,E-HIGH-15,HIGH,15,10.10.0.151,1883,sensors/legitimate/high,80,80,0,YES
2026-05-03T03:32:23Z,E-HIGH-16,HIGH,16,10.10.0.151,1883,sensors/legitimate/high,80,80,0,YES
2026-05-03T03:33:14Z,E-HIGH-17,HIGH,17,10.10.0.151,1883,sensors/legitimate/high,80,80,0,YES
2026-05-03T03:34:02Z,E-HIGH-18,HIGH,18,10.10.0.151,1883,sensors/legitimate/high,80,80,0,YES
2026-05-03T03:34:50Z,E-HIGH-19,HIGH,19,10.10.0.151,1883,sensors/legitimate/high,80,80,0,YES
2026-05-03T03:35:38Z,E-HIGH-20,HIGH,20,10.10.0.151,1883,sensors/legitimate/high,80,80,0,YES
